id,tweets,date,location,username
1196521643444711424,"Update to Motor Vehicle Accident (MVA) on West bound 15th St (US-98), West of Florida Ave. The MVA has been cleared.",2019-11-18 20:12:44,,BayCountyTMC
1196515841317244930,Motor Vehicle Accident on west bound 15th St at Florida Ave has been cleared.,2019-11-18 19:49:41,,BayCountyTMC
1196504293370667009,"Motor Vehicle Accident (MVA) on West bound 15th St (US-98), West of Florida Ave. The inside lane is blocked.  Emerg… https://t.co/oYHSlR471d",2019-11-18 19:03:48,,BayCountyTMC
1195088815616143361,Motor vehicle accident US98 and Beck Ave has been cleared.,2019-11-14 21:19:11,,BayCountyTMC
1195084196710166528,Motor Vehicle Accident (MVA) on East bound US-98 (15th St) at Beck. The outside lane is blocked.  Emergency respond… https://t.co/4V8b4WUhlx,2019-11-14 21:00:50,,BayCountyTMC
1194336813139279872,Update on motor vehicle accident on US 231 near Pipeline Rd. Southbound lane has been cleared.,2019-11-12 19:31:00,,BayCountyTMC
1194315398394634240,Motor vehicle accident on US 231 near Pipeline Rd. Southbound outside lane is blocked. Emergency personnel on scene… https://t.co/6gUvveEwTo,2019-11-12 18:05:54,,BayCountyTMC
1192790799169146880,Happening Now: Westbound US 98 center lane at the base of the Hathaway Bridge is closed. Emergency personnel on sce… https://t.co/UfLKOS1izB,2019-11-08 13:07:42,,BayCountyTMC
1191422385884405762,Update on motor vehicle accident on Thomas Drive north of Laird Street. Lanes have been cleared.,2019-11-04 18:30:07,,BayCountyTMC
1191395644776337410,Update on motor vehicle accident on Thomas Drive north of Laird Street. Southbound and northbound lanes are blocked. Use caution.,2019-11-04 16:43:51,,BayCountyTMC
1191395167871406080,Motor vehicle accident on Thomas Drive north of Laird Street. Northbound outside lane is blocked. Emergency personn… https://t.co/auFiqdjhnC,2019-11-04 16:41:57,,BayCountyTMC
1189988832705421319,Update to the disabled motor vehicle on North bound SR-77 at SR-388. The roadway obstruction has been cleared.,2019-10-31 19:33:41,,BayCountyTMC
1189987049832689664,Disabled motor vehicle on North bound SR-77 at SR-388. The outside lane is blocked. Emergency first response is on scene. Use caution.,2019-10-31 19:26:36,,BayCountyTMC
1189967516560429056,Motor vehicle accident at CR 389 (East Av) and 26th Street.  Traffic is being detoured. Avoid the area if possible. https://t.co/W97Zjw4CQg,2019-10-31 18:08:59,,BayCountyTMC
1189880910377865216,Traffic Advisory: Expect delay on US 98 eastbound from 23rd Street due to train.,2019-10-31 12:24:50,,BayCountyTMC
1189293288538476544,Update on motor vehicle accident East of 23rd St and SR77 intersection.  Accident has been cleared.,2019-10-29 21:29:50,,BayCountyTMC
1189289797694775296,Motor vehicle accident East of 23rd St and SR77 intersection.  Eastbound inside lane closed.  Use caution.,2019-10-29 21:15:58,,BayCountyTMC
1189178247965265921,Motor vehicle accident at US98 and Balboa Ave has been cleared,2019-10-29 13:52:42,,BayCountyTMC
1189142189273681921,Motor vehicle accident on US 98 (W 15th St) @ Balboa Av. Eastbound and westbound inside lanes are blocked. Emergenc… https://t.co/CbVtijKYzI,2019-10-29 11:29:25,,BayCountyTMC
1188836403465129989,Traffic Alert: Bailey Bridge on SR 77. Work crews will be present from 8 pm to 5 am starting tonight. There will be… https://t.co/i5Fl2NWfNO,2019-10-28 15:14:20,,BayCountyTMC
1187801170854719488,Happening now: Broken down vehicle on PCB Pkwy @ Hills Road. Westbound inside through lane is blocked. Use caution. https://t.co/JQ8ORBGoZq,2019-10-25 18:40:42,,BayCountyTMC
1187379583651405825,"Be Advised: Expect delay on US 98 eastbound, east of Hathaway Bridge, due to train. Use caution.",2019-10-24 14:45:27,,BayCountyTMC
1187070158881341442,Update: Motor vehicle accident on 23rd Street east of SR 77. All lanes have been cleared.,2019-10-23 18:15:55,,BayCountyTMC
1187058410828849154,Motor vehicle accident on 23rd Street east of SR 77. Eastbound traffic is being re-routed. Emergency personnel on s… https://t.co/F11J3eM3UH,2019-10-23 17:29:14,,BayCountyTMC
1187029641757908995,RT @FHPPanhandle: All  clear on SR 77 and SR 20. https://t.co/B1sd8SeQFm,2019-10-23 15:34:55,,BayCountyTMC
1187004431562358784,RT @FHPPanhandle: Overturned commercial vehicle carrying scrap metal on SR 77 southbound at SR 20. SB traffic being routed through turn lan…,2019-10-23 13:54:44,,BayCountyTMC
1186254373925670913,"The eastbound outside lane of the Dupont Bridge will close at 9:30am for approx 2hrs of maintenance, use caution.",2019-10-21 12:14:16,,BayCountyTMC
1185168823005130752,Happening now: Construction crew working on the east end of the Hathaway bridge median. Use caution in the area. https://t.co/RyZ9RrYgAJ,2019-10-18 12:20:41,,BayCountyTMC
1184876813677408256,Update to Motor Vehicle Accident (MVA) on East bound 23rd St at Stanford Rd. The roadway obstructions have been rem… https://t.co/6cG3aNdx9a,2019-10-17 17:00:20,,BayCountyTMC
1184875146559049728,Motor Vehicle Accident (MVA) on East bound 23rd St at Stanford Rd. The East bound (23rd St) outside lane and center… https://t.co/i2fMo752bF,2019-10-17 16:53:43,,BayCountyTMC
1184483527963877376,Update: Motor vehicle accident on 7th Street @ Tyndall Pkwy. All lanes have been cleared.,2019-10-16 14:57:34,,BayCountyTMC
1184476404664193025,Motor vehicle accident on 7th Street @ Tyndall Pkwy. Eastbound 7th Street and Southbound outside lane on Tyndall Pk… https://t.co/e2DUgrrR81,2019-10-16 14:29:16,,BayCountyTMC
1184426875101351936,Update: Motor vehicle accident on 23rd Street @ SR 77. All lanes have been cleared.,2019-10-16 11:12:27,,BayCountyTMC
1184416865218715648,Motor vehicle accident on 23rd Street @ SR 77. Eastbound 23rd Street and southbound SR 77 are blocked. Emergency pe… https://t.co/NPk6u0n30K,2019-10-16 10:32:40,,BayCountyTMC
1184178233253814273,The Mosley High School homecoming parade has finished. Streets have been re-opened.,2019-10-15 18:44:26,,BayCountyTMC
1184171953348907009,Happening now: Mosley High School homecoming parade on SR 77 (Ohio Avenue). Expect delay.,2019-10-15 18:19:29,,BayCountyTMC
1182344061375647746,Update to Motor Vehicle Accident (MVA) West of PCB Pkwy and Alf Coleman.  The MVA has been cleared.,2019-10-10 17:16:05,,BayCountyTMC
1182331309080895489,Update to Motor Vehicle Accident (MVA) West of PCB Pkwy and Alf Coleman.  Roadway obstructions have been removed. E… https://t.co/qUre8ghNxW,2019-10-10 16:25:25,,BayCountyTMC
1182327822901301248,"Motor Vehicle Accident west of PCB Pkwy and Alf Coleman, west bound down to one lane, Law Enforcement and EMS onsite, expect delays",2019-10-10 16:11:34,,BayCountyTMC
1181703944105582592,"Update to Motor Vehicle Accident (MVA) on South bound Tyndall Pkwy, North of 7th St. The MVA has been cleared.",2019-10-08 22:52:29,,BayCountyTMC
1181699841786892291,"Update to Motor Vehicle Accident (MVA) on South bound Tyndall Pkwy, North of 7th St. Roadway obstructions have been… https://t.co/SmspGmGdri",2019-10-08 22:36:11,,BayCountyTMC
1181699289799626752,"Update to Motor Vehicle Accident (MVA) on South bound Tyndall Pkwy, North of 7th St. The inside lane has been clear… https://t.co/1ebGyle7oG",2019-10-08 22:34:00,,BayCountyTMC
1181690171294662657,"Motor Vehicle Accident (MVA) on South bound Tyndall Pkwy, North of 7th St. Both South bound lanes are blocked.  Eme… https://t.co/zFXbxT4RMs",2019-10-08 21:57:46,,BayCountyTMC
1181589152619515904,Update on Motor Vehicle Accident on US 231 @ Harrison Av. Lane has been cleared.,2019-10-08 15:16:21,,BayCountyTMC
1181579862190022656,Motor Vehicle Accident on US 231 @ Harrison Av. Southbound outside lane is blocked. Emergency personnel on scene. U… https://t.co/Y6GYO99mUx,2019-10-08 14:39:26,,BayCountyTMC
1181335534490324992,Update to Motor Vehicle Accident (MVA) on East bound US98 at Michigan Ave. The MVA has been cleared.,2019-10-07 22:28:34,,BayCountyTMC
1181329365243744261,Update to Motor Vehicle Accident (MVA) on East bound US98 at Michigan Ave. Roadway obstructions have been removed.… https://t.co/rmZ3IgxErJ,2019-10-07 22:04:03,,BayCountyTMC
